List of examples of of positive stereotypes of cliche "traditional gender roles" in lyrics of songs (not as lines of lyrics but as abstract meaning):
- "The man is the provider, the woman is the nurturer"
- "Men are not expected to show vulnerability or seek help for mental health issues"
- "Women are not as physically strong or capable as men"
- "Men are expected to be sexually dominant and assertive"
- "Women are irrational and need a man's guidance or control"
- "Men should not show any signs of weakness or emotions in front of other men"
- "Women are too emotional to be successful in business or finance"
- "Men are expected to be the primary decision-makers and providers in a relationship"
- "Women are not as capable or intelligent as men in fields such as mathematics and science"
- "Men are the protectors of women and should always come to their defense"
- "Women are only valuable as wives and mothers"
- "Men are not expected to take on traditionally feminine roles or tasks"
- "Women are expected to be caregivers and prioritize their family over their career"
- "Men should be the ones pursuing and paying for dates and gifts"
- "Women are too emotional and irrational to handle leadership positions"
- "Men are not expected to show empathy or emotional support to others"
- "Women are seen as overly dramatic and dramatic in romantic relationships"
- "Men are rational and logical decision-makers, women are impulsive and emotional"
- "Women are too fragile and delicate to participate in physically demanding activities"
- "Men are not responsible for household chores or childcare"
- "Women are not as ambitious or driven as men"
- "Men are entitled to make decisions for women and control their choices"
- "Women are not as capable or skilled in technology or engineering careers"
- "Men are naturally more assertive and confident in relationships" 
- "Women should always aspire to marriage and starting a family, while men have more options"
- "Men are expected to be the ones to initiate and lead in sexual encounters"
- "Women are not as interested or capable in fields related to politics or law"
- "Men are praised for having multiple sexual partners, while women are shamed"
- "Women are seen as easily replaceable and interchangeable in relationships"
- "Men are not expected to express emotions other than anger or aggression, while women are allowed to be emotional"
- "Women are always expected to do the emotional labor and take care of others' needs"
- "Men are seen as natural leaders, while women are seen as bossy or controlling if they try to lead"
- "Women are seen as materialistic and shallow, while men are seen as practical and logical" 
- "Men are not expected to take on traditionally feminine hobbies or interests"
- "Women are not seen as capable enough to handle careers in the military or law enforcement"
- "Men are praised for being promiscuous, while women are shamed for the same behavior"
- "Women are seen as irrational and overly emotional in romantic relationships"
- "Men are not expected to take on household tasks or childcare"
- "Women are not seen as capable or desirable as leaders or CEOs in the workplace"
- "Men are seen as entitled to women's bodies and attention"
- "Women are not expected to pursue or make the first move in dating or relationships"
- "Men are not seen as responsible for their actions or behavior towards women"
- "Women are seen as less serious or committed in their careers compared to men" 
- "Men are expected to be the sole providers and decision-makers in relationships"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are praised for being assertive and dominant, while women are seen as pushy or aggressive"
- "Women are not seen as capable or interested in careers related to technology and engineering"
- "Men are not expected to do household tasks or help with childcare"
- "Women are not seen as capable or competitive in athletics compared to men"
- "Men are not expected to show vulnerability or express their emotions in relationships"
- "Women are seen as needing a man's financial support and protection" 
- "Men are not seen as responsible for their sexual behavior or actions towards women"
- "Women are expected to be submissive and servile to men"
- "Men are seen as more valuable and desirable in society based on their wealth and status"
- "Women are not seen as capable or interested in careers related to science and mathematics" 
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are not seen as capable or skilled in traditionally male-dominated fields"
- "Men are not expected to prioritize or compromise for their partner in relationships"
- "Women are seen as needing validation and approval from men"
- "Men are expected to provide and protect for their families, while women are expected to take care of the household and children"
- "Women are seen as overly emotional and irrational in the workplace"
- "Men are not seen as responsible for their own mental and emotional well-being"
- "Women are not seen as capable or successful in business or finance compared to men"
- "Men are seen as naturally dominant and aggressive, while women are seen as passive and submissive"
- "Women are not seen as capable or interested in careers related to engineering or technology"
- "Men are not expected to show emotions other than anger or aggression, while women are allowed to be emotional"
- "Women are seen as too delicate and fragile to handle physically demanding jobs or tasks" 
- "Men are seen as natural leaders and providers, while women are seen as followers and caregivers"
- "Women are not seen as capable or strong enough to be in positions of power or leadership"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are seen as materialistic and shallow, while men are seen as practical and logical" 
- "Men are praised for being sexually experienced and assertive, while women are shamed for the same behavior"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as entitled to women's bodies and attention"
- "Women are seen as overly emotional and irrational in relationships"
- "Men are not expected to take on traditionally feminine roles or tasks in relationships"
- "Women are not seen as capable or interested in careers related to politics or law"
- "Men are not expected to compromise or make sacrifices in relationships"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are not seen as capable or interested in careers related to science and mathematics"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as the providers and decision-makers in relationships, while women are seen as followers or supporters"
- "Women are seen as overly emotional and irrational in the workplace"
- "Men are not seen as responsible for their own mental and emotional well-being"
- "Women are expected to be submissive and servile to men"
- "Men are seen as natural leaders and providers, while women are seen as followers and caregivers"
- "Women are not seen as competent or capable enough to handle leadership positions"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as entitled to control and dominate their female partners"
- "Women are seen as overly emotional and irrational in relationships"
- "Men are not expected to take on traditionally feminine roles or tasks in relationships"
- "Women are not seen as capable or interested in careers related to politics or law"
- "Men are not expected to compromise or make sacrifices in relationships"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are not seen as competent or capable enough to handle leadership positions"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as the providers and decision-makers in relationships, while women are seen as followers or supporters"
- "Women are seen as emotional and irrational, while men are seen as logical and rational"
- "Men are expected to be dominant and assertive in their relationships and sexual encounters"
- "Women are seen as needing a man's validation and approval to feel confident or successful"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are seen as only valuable or desirable for their beauty and sex appeal"
- "Men are not expected to show emotional vulnerability or seek help for mental health issues"
- "Women are not seen as capable or desirable as leaders or CEOs in the workplace"
- "Men are seen as entitled to women's bodies and affection"
- "Women are expected to prioritize their partner's needs and emotions above their own"
- "Men are seen as natural leaders and decision-makers, while women are seen as followers and supporters"
- "Women are not seen as capable or interested in careers related to science and technology"
- "Men are not expected to take on traditionally feminine roles or tasks"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are expected to provide and protect for their families, while women are expected to take care of the household and children"
- "Women are seen as overly emotional and irrational in the workplace"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are seen as needing a man's validation and approval to feel confident or successful"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak" 
- "Women are seen as shallow and materialistic, while men are seen as practical and logical"
- "Men are expected to be assertive and dominant in relationships and sexual encounters"
- "Women are seen as emotional and irrational, while men are seen as logical and rational"
- "Men are entitled to control and dominate their female partners"
- "Women are seen as only valuable for their beauty and sex appeal"
- "Men are not expected to show emotional vulnerability or seek help for mental health issues"
- "Women are not seen as capable or desirable as leaders or CEOs in the workplace"
- "Men are seen as entitled to women's bodies and attention"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are expected to provide and protect for their families, while women are expected to take care of the household and children"
- "Women are seen as overly emotional and irrational in the workplace"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are seen as needing a man's validation and approval to feel confident or successful"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are seen as shallow and materialistic, while men are seen as practical and logical"
- "Men are expected to be assertive and dominant in relationships and sexual encounters"
- "Women are seen as emotional and irrational, while men are seen as logical and rational"
- "Men are entitled to control and dominate their female partners"
- "Women are seen as only valuable for their beauty and sex appeal"
- "Men are not expected to show emotional vulnerability or seek help for mental health issues"
- "Women are not seen as capable or desirable as leaders or CEOs in the workplace"
- "Men are seen as entitled to women's bodies and attention"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are expected to provide and protect for their families, while women are expected to take care of the household and children"
- "Women are seen as overly emotional and irrational in the workplace"
- "Men are not expected to prioritize their partner's needs or emotions in relationships"
- "Women are seen as needing a man's validation and approval to feel confident or successful"
- "Men are seen as independent and self-sufficient, while women are seen as dependent and weak"
- "Women are seen as shallow and materialistic, while men are seen as practical and logical"
- "Men are expected to be assertive and dominant in relationships and sexual encounters"
- "Women are seen as emotional and irrational, while men are seen as logical and rational"
- "Men are entitled to control and dominate their female partners"
- "Women are seen as only valuable for their beauty and sex appeal"
- "Men are not expected to show emotional vulnerability or seek help for mental health issues"
- "Women are not seen as capable or desirable as leaders or CEOs in the workplace"
- "Men are seen as entitled to women's bodies and attention"
- "Women are expected to cater to men's needs and desires above their own"
- "Men are not seen as responsible for their actions or behavior towards women"
- "Women are seen as manipulative and deceitful in relationships"
- "Men are expected to be independent and self-sufficient, while women are seen as dependent and weak"
- "Women are not seen as capable or interested in careers related to science and technology"
- "Men are not expected to show emotional vulnerability or seek help for mental health issues"


